Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	Meta	eMeta1	eMeta2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode
551	KIC4060815	1.43	0.16	0.16	3.73	0.18	0.18	5055	75	75	7.068	0.736696435134712	0.736696435134712	0.091	0.0721110255092798	0.0721110255092798	NA	NA	NA	0.0273418081102194	0.00134933598466018	0.00134933598466018	4.4805637	PMS	K	p	huber13	11.1888111888112	4.82573726541555	1.48367952522255	10.4229829532359	A
552	KIC4064447	1.91	0.09	0.14	4.61	0.11	0.15	5755	118	118	21.47	2.13004764292093	2.13004764292093	-0.25	0.1	0.1	3.39	0.011	0.011	0.0195	8e-04	6e-04	4.0217137	PMS	G	NA	C14sdss	6.02094240837696	2.81995661605206	2.0503909643788	9.92104165310168	A
553	KIC4072740	1.326	0.0740607858451421	0.0732393336944022	4.113	0.0864522989862039	0.0857029754442633	5015	71	71	9.018	0.92191077984941	0.92191077984941	0.148	0.1	0.1	3.331	0.00728010988928052	0.00728010988928052	0.01905	0.000549197605602938	0.00054916984622246	4.5067837	PMS	K	NA	serenelli17	5.55430315005823	2.0928187993006	1.41575274177468	10.2230070952474	A
554	KIC4141376	1.019	0.021	0.03	1.039	0.009	0.009	6134	91	91	1.363	0.052	0.056	-0.269	0.0721110255092798	0.0721110255092798	4.412	0.003	0.004	0.907605993892479	0.00781194517434841	0.00923229884241176	3.7732792	MS	F	p	silva15	2.50245338567223	0.866217516843118	1.48353439843495	3.96184886280264	A
555	KIC4143755	0.918	0.021	0.03	1.414	0.012	0.013	5622	106	106	1.997	0.029	0.038	-0.357	0.0721110255092798	0.0721110255092798	4.102	0.001	0.002	0.323840636318443	0.00426106100419004	0.00426106100419004	4.1088952	MS	G	p	silva15	2.77777777777778	0.884016973125884	1.88545001778726	1.67751627441162	A
556	KIC4165030	0.923	0.0509901951359278	0.0491934955049954	1.634	0.042154477816716	0.0412310562561766	5758	63	63	2.843	0.253964897885598	0.253964897885598	-0.482	0.102	0.102	3.975	0.0117046999107196	0.0117046999107196	0.2109	0.00897980138978586	0.00898157942680462	4.0197472	PMS	G	NA	serenelli17	5.42706883211935	2.55157693001507	1.09412990621744	8.93298972513535	A
557	KIC4243623	0.98	0.110113577727726	0.0936803074290429	2.563	0.132672529183701	0.118139747756629	5094	63	63	3.63	0.320797984575958	0.320797984575958	-0.369	0.101	0.101	3.611	0.0101980390271856	0.0101980390271856	0.05814	0.00290404756331573	0.00297459446815864	4.4549992	PMS	K	NA	serenelli17	10.397647201876	4.89294336598381	1.23674911660777	8.83741004341481	A
558	KIC4247542	1.129	0.0917877987534291	0.0710633520177595	1.581	0.052773099207835	0.0501198563445667	6440	66	66	3.696	0.272247043342329	0.272247043342329	-0.44	0.1	0.1	4.095	0.0202484567313166	0.0202484567313166	0.2863	0.0196156729428281	0.0165137586575558	3.5726962	MS	F	NA	serenelli17	7.21218559659825	3.25404666516134	1.02484472049689	7.36599143242233	A
559	KIC4252818	0.94	0.15	0.13	1.5	0.11	0.1	5630	58	58	2.055	0.175391596385497	0.175391596385497	0.02	0.15	0.15	4.058	0.02	0.021	0.2777	0.026	0.0248	4.1036512	PMS	G	NA	C14sdss	14.8936170212766	7	1.03019538188277	8.53487087034049	A
560	KIC4346201	1.142	0.0574543296888929	0.0549181208709839	1.902	0.0331209903233584	0.0322490309931942	6147	51	51	5.527	0.551784265879922	0.551784265879922	-0.337	0.099	0.099	3.937	0.0106301458127346	0.0106301458127346	0.1661	0.0035392356519452	0.00352061273076151	3.7647577	MS	F	NA	serenelli17	4.91998470052	1.71845481904712	0.829673011224988	9.98343162438796	A
561	KIC4347652	1.546	0.270186972298814	0.28570264261991	4.469	0.33577373333839	0.342052627529741	5043	75	75	11.41	1.11407977100886	1.11407977100886	0.025	0.102	0.102	3.324	0.0310161248385416	0.0328937684067971	0.01722	0.00179412419859942	0.00171234244238704	4.4884297	PMS	K	NA	serenelli17	17.9783187231153	7.58364691058549	1.48720999405116	9.76406460130461	A
562	KIC4349452	1.159	0.04	0.051	1.297	0.015	0.015	6270	79	79	2.406	0.126	0.128	-0.045	0.0721110255092798	0.0721110255092798	4.275	0.007	0.008	0.529081741353597	0.00639159150628506	0.00710176834031674	3.6841312	MS	F	p	silva15	3.92579810181191	1.15651503469545	1.25996810207337	5.27847049044057	A
563	KIC4351319	1.383	0.0782943165242535	0.0746860093993514	3.455	0.0729451848993475	0.072069410986909	5001	61	61	7.018	0.680309699698846	0.680309699698846	0.229	0.1	0.1	3.501	0.00728010988928052	0.00728010988928052	0.0335	0.000396594314129691	0.000394751377451682	4.5159607	PMS	K	NA	serenelli17	5.53074207966757	2.09861933265205	1.21975604879024	9.69378312480544	A
564	KIC4378838	1.627	0.173441632833642	0.16860011862392	3.691	0.177867928531256	0.174484956371602	5053	71	71	8.294	0.813824542073771	0.813824542073771	0.238	0.099	0.099	3.514	0.0114017542509914	0.012369316876853	0.03227	0.00166317221297134	0.00162286838961143	4.4818747	PMS	K	NA	serenelli17	10.5114244455305	4.77313580198941	1.40510587769642	9.81220812724585	A
565	KIC4446300	1.07	0.054230987451825	0.0560802995712398	1.999	0.0460434577328854	0.0452216762183801	5410	60	60	3.139	0.294077840422066	0.294077840422066	-0.101	0.101	0.101	3.864	0.00894427190999916	0.00894427190999916	0.1337	0.00312163578913364	0.00309570751202371	4.2478612	PMS	G	NA	serenelli17	5.15473303846097	2.28276973364846	1.1090573012939	9.36851992424549	A
566	KIC4450844	1.056	0.0464004310324807	0.0472016948848238	1.548	0.0254950975679639	0.0254950975679639	5968	59	59	2.81	0.241286059060407	0.241286059060407	-0.136	0.0721110255092798	0.0721110255092798	4.082	0.00721110255092798	0.00721110255092798	0.2847	0.00457897816111848	0.00458542429879722	3.8820922	MS	G	p	serenelli17	4.43191884078146	1.64697012712945	0.988605898123324	8.58669249325293	A
567	KIC4457351	0.884	0.056302753041037	0.056302753041037	1.616	0.054561891462815	0.052773099207835	5483	58	58	3.054	0.281947583943057	0.281947583943057	-0.367	0.102	0.102	3.966	0.014142135623731	0.014142135623731	0.2086	0.011520058202978	0.0114630423971998	4.2000097	PMS	G	NA	serenelli17	6.36908971052455	3.32100837471071	1.05781506474558	9.23207544017868	A
568	KIC4465324	1.079	0.0793788384898645	0.0590338885725818	1.388	0.0373363094051889	0.0326955654485436	5850	59	59	2.207	0.192897800358889	0.192897800358889	0.037	0.1	0.1	4.187	0.0120830459735946	0.0120830459735946	0.4036	0.0133407874205386	0.0131244774753131	3.9594412	MS	G	NA	serenelli17	6.41393545238398	2.52276206245434	1.00854700854701	8.74027187851785	A
569	KIC4465529	1.322	0.054561891462815	0.0579827560572969	1.657	0.0306104557300279	0.0306104557300279	6345	49	49	4.239	0.367701157208098	0.367701157208098	0.025	0.1	0.1	4.12	0.010295630140987	0.010295630140987	0.2905	0.00829850552810565	0.00827223506677609	3.6349687	MS	F	NA	serenelli17	4.25660542814341	1.84734192697815	0.772261623325453	8.67424291597307	A
570	KIC4476423	1.62	0.26	0.26	10.47	0.7	0.7	4553	97	97	60.76	10.7927669704515	10.7927669704515	0.159	0.0721110255092798	0.0721110255092798	NA	NA	NA	0.00142035366806335	7.10176834031674e-05	7.10176834031674e-05	4.8096247	PMS	K	p	huber13	16.0493827160494	6.68576886341929	2.13046343070503	17.7629476143047	A
571	KIC4543171	1.315	0.0684105255059483	0.069656299069072	1.663	0.0438292140016222	0.0438292140016222	6129	59	59	3.486	0.296648102055351	0.296648102055351	0.137	0.1	0.1	4.114	0.0139283882771841	0.0148660687473185	0.2851	0.0132379065187816	0.0133563082099808	3.7765567	MS	F	NA	serenelli17	5.24968914733917	2.63555105241264	0.962636645456029	8.50969885414088	A
572	KIC4554830	0.98	0.05	0.06	1.35	0.03	0.04	5466	60	60	1.919	0.17412292709152	0.17412292709152	0.36	0.1	0.15	4.167	0.01	0.01	0.3963	0.0117	0.0115	4.2111532	PMS	G	NA	C14sdss	5.61224489795918	2.59259259259259	1.09769484083425	9.07362830075666	A
573	KIC4571351	1.235	0.0743303437365925	0.0998098191562333	1.585	0.0689492567037528	0.0698927750200262	6000	59	59	2.923	0.255209864123749	0.255209864123749	0.143	0.101	0.101	4.125	0.0263058928759318	0.0282842712474619	0.3066	0.0310935595260498	0.0270755229681718	3.8611162	MS	F	NA	serenelli17	7.05020902400105	4.37987481778483	0.983333333333333	8.73109353827401	A
574	KIC4571904	1.293	0.068622153857191	0.068622153857191	2.252	0.0836301381082203	0.0800624756049924	6069	78	78	NA	NA	NA	-0.097	0.1	0.1	3.843	0.0191049731745428	0.0191049731745428	0.1129	0.00859563424070615	0.00827438607994575	3.8158867	MS	F	NA	serenelli17	5.30720447464741	3.63438307533776	1.28521997034108	100	A
575	KIC4577484	1.193	0.0509607692249636	0.0625859409132754	2.175	0.0468187996428785	0.0496487663492256	5424	74	74	5.273	0.497045576575478	0.497045576575478	0.022	0.1	0.1	3.838	0.0116619037896906	0.0116619037896906	0.1156	0.00432215548077577	0.00422503065077639	4.2386842	PMS	G	NA	serenelli17	4.75887301501421	2.21764519522078	1.36430678466077	9.42623888821312	A
576	KIC4586099	1.253	0.118595952713404	0.0778331548891602	1.813	0.0516236379965612	0.0403608721412211	6383	58	58	5.663	0.482656291450163	0.482656291450163	-0.151	0.1	0.1	4.021	0.0138924439894498	0.0122065556157337	0.2112	0.00287319786996997	0.00281449906732974	3.6100597	MS	F	NA	serenelli17	7.83835225868174	2.5368039199609	0.908663637787874	8.5229788354258	A
577	KIC4638884	1.522	0.0508035431835221	0.0468614980554399	1.928	0.0269072480941474	0.0256124969497314	6662	57	57	6.055	0.488982163912133	0.488982163912133	0.008	0.099	0.099	4.05	0.00670820393249937	0.00670820393249937	0.2123	0.00352013550875531	0.00346048045797112	3.4271752	MS	F	NA	serenelli17	3.20844419313279	1.36202658308814	0.85559891924347	8.07567570457692	A
578	KIC4641621	1.447	0.0725603197346869	0.0804984471899924	3.062	0.106569226327303	0.0999599919967984	5684	61	61	11.8	1.10037374171454	1.10037374171454	-0.264	0.101	0.101	3.622	0.0164924225024706	0.0164924225024706	0.04987	0.00310680039429636	0.00310293936292671	4.0682542	PMS	G	NA	serenelli17	5.28883092345126	3.37245621038703	1.07318789584799	9.32520120097066	A
579	KIC4646780	1.43	0.15	0.1	1.92	0.08	0.07	6856	138	138	6.537	0.540582863111397	0.540582863111397	-0.12	0.15	0.15	4.029	0.019	0.019	0.2029	0.0125	0.0122	3.3000082	MS	F	NA	C14sdss	8.74125874125874	3.90625	2.01283547257876	8.26958640219362	A
580	KIC4672403	1.177	0.0501597448159378	0.053851648071345	1.818	0.0317647603485372	0.0335410196624968	5779	88	88	4.263	0.388355108144367	0.388355108144367	0.113	0.1	0.1	3.989	0.0094339811320566	0.010295630140987	0.1957	0.00531942487492774	0.00531634921727307	4.0059817	PMS	G	NA	serenelli17	4.41849587456597	1.79608855915935	1.52275480186884	9.1099016688803	A
581	KIC4739932	1.166	0.058591808301161	0.0630713881248859	1.805	0.0470106370941726	0.047927027865287	5876	111	111	4.034	0.323248423765954	0.323248423765954	0.008	0.1	0.1	3.991	0.0161554944214035	0.0161554944214035	0.1979	0.0103105307816814	0.0099581135763758	3.9423982	MS	G	NA	serenelli17	5.21711820008778	2.62985221494348	1.88904016337645	8.01309925051942	A
582	KIC4755204	1.19	0.102459748194108	0.0658634952003005	1.645	0.0438634243989226	0.0393573373083089	6073	70	70	2.924	0.263173003459093	0.263173003459093	-0.072	0.1	0.1	4.084	0.0120830459735946	0.0120830459735946	0.2693	0.00661353468275475	0.00656140548967978	3.8132647	MS	F	NA	serenelli17	7.07240518463901	2.52950643487026	1.1526428453812	9.00044471474326	A
583	KIC4756112	1.378	0.073	0.071505244562899	2.619	0.0904765162901402	0.0857962703152066	6182	60	60	11.38	1.04068423933855	1.04068423933855	-0.209	0.1	0.1	3.739	0.0194164878389476	0.0203960780543711	0.07641	0.00581375352074716	0.00561069345090248	3.7418152	MS	F	NA	serenelli17	5.24329624683959	3.36526893099173	0.970559689420899	9.14485271826496	A
584	KIC4841753	1.314	0.0560357029044876	0.0536003731330296	2.149	0.0794040301244213	0.0746324326281812	5966	67	67	6.304	0.560000152692	0.560000152692	0.127	0.1	0.1	3.891	0.0223606797749979	0.0233452350598575	0.132	0.0112369519443664	0.0109104898606799	3.8834032	MS	G	NA	serenelli17	4.17184459807904	3.58391025483021	1.12303050620181	8.88325115310913	A
585	KIC4842436	1.089	0.0604400529450463	0.06200806399171	1.57	0.0569209978830308	0.0540832691319598	5688	63	63	2.791	0.254711365146508	0.254711365146508	0.139	0.1	0.1	4.082	0.0237697286480094	0.0237697286480094	0.2807	0.0218564483848589	0.0206990612347517	4.0656322	MS	G	NA	serenelli17	5.62204393649019	3.53516773933091	1.10759493670886	9.12616858282007	A
586	KIC4846457	1.429	0.0602079728939615	0.0619112267686564	2.474	0.10770329614269	0.0980815986819138	5885	81	81	8.969	0.820218327402594	0.820218327402594	0.229	0.1	0.1	3.805	0.0241867732448957	0.0251793566240283	0.09392	0.00928103636454464	0.00902452414257949	3.9364987	PMS	G	NA	serenelli17	4.27289012115528	4.15895098675432	1.37638062871708	9.14503654144937	A
587	KIC4914423	1.099	0.019	0.03	1.45	0.009	0.009	5845	88	88	2.256	0.115	0.119	0.131	0.0721110255092798	0.0721110255092798	4.155	0.004	0.004	0.360059654854059	0.00355088417015837	0.00355088417015837	3.9627187	MS	G	p	silva15	2.22929936305733	0.620689655172414	1.50556030795552	5.18617021276596	A
588	KIC4914923	1.0586	0.0589	0.0494	1.3566	0.024	0.024	5805	77	77	1.885	0.153	0.142	0.08	0.1	0.1	4.1965	0.0099	0.0077	0.424092038917691	0.00644485476883744	0.00651374192173851	3.9889387	MS	G	NA	silva17	5.11524655204988	1.76912870411322	1.32644272179156	7.82493368700265	A
589	KIC4915148	1.074	0.071386273190299	0.067468511173732	2.503	0.0631506136153878	0.0611882341631134	5026	75	75	3.742	0.372300324244281	0.372300324244281	0.095	0.102	0.102	3.671	0.00824621125123532	0.00824621125123532	0.0685	0.001157913796446	0.0011607253594197	4.4995732	PMS	K	NA	serenelli17	6.46437543594185	2.48379639989016	1.49224035017907	9.94923367836134	A
590	KIC4918355	1.09	0.09	0.08	3.01	0.09	0.09	5003	70	70	5.212	0.516652167465903	0.516652167465903	-0.06	0.15	0.1	3.519	0.008	0.008	0.0401	9e-04	9e-04	4.5146497	PMS	K	NA	C14sdss	7.79816513761468	2.99003322259136	1.39916050369778	9.91274304424218	A
591	KIC4931390	1.37	0.1	0.1	1.41	0.04	0.04	6557	51	51	3.532	0.310919874595679	0.310919874595679	-0.06	0.15	0.15	4.274	0.012	0.012	0.487	0.0134	0.0131	3.4960027	MS	F	NA	C14sdss	7.2992700729927	2.83687943262411	0.777794723196584	8.80294095684256	A
592	KIC4947253	1.173	0.0550726792520575	0.0568242905807015	2.006	0.0483321838943783	0.0483321838943783	5953	59	59	5.318	0.47408994136162	0.47408994136162	-0.196	0.1	0.1	3.901	0.013	0.013	0.145	0.00646908046015815	0.00623855247633616	3.8919247	MS	G	NA	serenelli17	4.769691808728	2.40938105156422	0.991096925919704	8.91481649796201	A
593	KIC5021689	1.22	0.08	0.07	1.79	0.04	0.04	6168	84	84	4.306	0.358627328127141	0.358627328127141	-0.08	0.09	0.09	4.016	0.011	0.01	0.2114	0.0045	0.0046	3.7509922	MS	F	NA	C14bruntt	6.14754098360656	2.23463687150838	1.36186770428016	8.32854919013332	A
594	KIC5033245	1.418	0.104355162785557	0.0967987603226405	3.315	0.0964624279188535	0.0917605579756357	5086	63	63	7.723	0.767709114328581	0.767709114328581	0.119	0.1	0.1	3.548	0.00854400374531753	0.00948683298050514	0.03888	0.000918167876806851	0.000921913228020946	4.4602432	PMS	K	NA	serenelli17	7.09287458068396	2.8389590632653	1.23869445536768	9.94055566915163	A
595	KIC5084157	1.102	0.0822982381342395	0.0735730929076656	1.378	0.0483011387029333	0.0456508488420533	5803	83	83	2.351	0.197037740566424	0.197037740566424	0.125	0.1	0.1	4.201	0.0111803398874989	0.0111803398874989	0.4201	0.0188341925497219	0.0173373155073097	3.9902497	MS	G	NA	serenelli17	7.07220195289951	3.40899809669763	1.43029467516802	8.38101831418223	A
596	KIC5088536	0.93	0.06	0.06	1.13	0.03	0.03	5884	75	75	1.414	0.120968147785274	0.120968147785274	-0.163	0.0721110255092798	0.0721110255092798	NA	NA	NA	0.658333925147362	0.0376393722036787	0.0376393722036787	3.9371542	MS	G	p	huber13	6.45161290322581	2.65486725663717	1.27464309993202	8.55503166798263	A
597	KIC5094751	1.068	0.04	0.04	1.339	0.015	0.018	5952	75	75	2.04	0.124	0.112	-0.017	0.0721110255092798	0.0721110255092798	4.213	0.008	0.007	0.445991051771891	0.00568141467225339	0.00497123783822172	3.8925802	MS	G	p	silva15	3.74531835205993	1.23226288274832	1.26008064516129	5.7843137254902	A
598	KIC5095159	1.426	0.101414989030222	0.123174672721303	2.776	0.0694046107978425	0.0837257427557379	5192	67	67	5.227	0.53300753063853	0.53300753063853	0.097	0.099	0.099	3.704	0.0113137084989848	0.0136014705087354	0.06662	0.001093860265299	0.00108413986643791	4.3907602	PMS	K	NA	serenelli17	7.87481282438725	2.75811155535988	1.2904468412943	10.1971978312326	A
599	KIC5095850	1.43	0.25	0.11	2.27	0.17	0.09	6836	85	85	11.33	1.01207189132385	1.01207189132385	0.1	0.15	0.15	3.885	0.018	0.021	0.1224	0.0095	0.0104	3.3131182	MS	F	NA	C14sdss	12.5874125874126	5.72687224669604	1.24341720304272	8.93267335678601	A
600	KIC5108214	1.44	0.08	0.08	2.49	0.06	0.06	5844	75	75	6.673	0.719809498805177	0.719809498805177	0.343	0.0721110255092798	0.0721110255092798	NA	NA	NA	0.0936723244087778	0.0030537603863362	0.0030537603863362	3.9633742	PMS	G	p	huber13	5.55555555555556	2.40963855421687	1.28336755646817	10.7868949318924	A
601	KIC5110725	1.31	0.07	0.11	3.73	0.09	0.13	4869	79	79	6.665	0.662623356758107	0.662623356758107	0.35	0.1	0.1	3.411	0.008	0.009	0.0253	7e-04	7e-04	4.6024867	PMS	K	NA	C14sdss	6.87022900763359	2.94906166219839	1.62250975559663	9.94183581032418	A
602	KIC5184732	1.1479	0.0399	0.0589	1.3206	0.015	0.021	5846	77	77	1.806	0.128	0.128	0.36	0.1	0.1	4.2548	0.0077	0.0099	0.497920602229955	0.00862438747248065	0.00862367729564662	3.9620632	MS	G	NA	silva17	4.3035107587769	1.36301681054066	1.31713992473486	7.0874861572536	A
603	KIC5214711	1.255	0.0764852927038918	0.0707248188403477	1.868	0.0734098086089318	0.069778220097678	6194	54	54	5.291	0.438711511084827	0.438711511084827	-0.025	0.1	0.1	3.993	0.0237697286480094	0.0237697286480094	0.1918	0.0166594021801504	0.0147351308443461	3.7339492	MS	F	NA	serenelli17	5.86494468303743	3.83265601463088	0.871811430416532	8.29165585115909	A
604	KIC5253542	1.077	0.061400325732035	0.061400325732035	1.191	0.0264007575648882	0.0264007575648882	5770	96	96	1.463	0.123674067491704	0.123674067491704	0.203	0.1	0.1	4.318	0.013	0.013	0.6374	0.0220204083522536	0.0207702210869312	4.0118812	MS	G	NA	serenelli17	5.70105160000325	2.21668829260186	1.66377816291161	8.45345642458675	A
605	KIC5265656	1.491	0.146030818665102	0.172817823154905	2.834	0.109018347079746	0.119540788018149	5099	90	90	5.508	0.529093171781204	0.529093171781204	0.309	0.099	0.099	3.703	0.0184390889145858	0.02	0.06506	0.00311002077967334	0.00305086696694563	4.4517217	PMS	K	NA	serenelli17	10.6924427169687	4.03244769050626	1.7650519709747	9.60590362710973	A
606	KIC5309966	1.34	0.08	0.13	1.64	0.05	0.06	6356	61	61	4.22	0.352765649687295	0.352765649687295	0.1	0.15	0.15	4.131	0.014	0.015	0.3023	0.0137	0.0133	3.6277582	MS	F	NA	C14sdss	7.83582089552239	3.35365853658537	0.959723096286973	8.35937558500699	A
607	KIC5344612	1.298	0.0756637297521078	0.108784190027779	1.746	0.0608276253029822	0.0608276253029822	6359	84	84	4.715	0.390669340921946	0.390669340921946	-0.123	0.1	0.1	4.063	0.0203960780543711	0.0203960780543711	0.2412	0.0178691461463608	0.016041670237229	3.6257917	MS	F	NA	serenelli17	7.10508165561969	3.48382733694056	1.32096241547413	8.28567000894902	A
608	KIC5353186	1.362	0.210582525390879	0.0877097486029917	2.187	0.104709120901667	0.0672681202353686	6166	55	55	7.67	0.655138125827586	0.655138125827586	0.073	0.1	0.1	3.893	0.0126491106406735	0.0126491106406735	0.13	0.00548262218286104	0.00540168140489607	3.7523032	MS	F	NA	serenelli17	10.9505240085855	3.93180706760485	0.891988323061953	8.54156617767388	A
609	KIC5371516	1.454	0.0700927956355002	0.127945300812496	2.049	0.0353553390593274	0.0586003412959344	6350	81	81	5.834	0.497365294201537	0.497365294201537	0.075	0.1	0.1	3.976	0.01	0.0143178210632764	0.169	0.00243118571894456	0.00241534179775865	3.6316912	MS	F	NA	serenelli17	6.81011335790907	2.29272036006007	1.2755905511811	8.52528786769861	A
610	KIC5390438	1.09	0.100687635785135	0.0872811548961172	3.511	0.139014387744578	0.125574678976297	4814	64	64	7.315	0.770550623443635	0.770550623443635	0.186	0.1	0.1	3.384	0.00824621125123532	0.00824621125123532	0.02515	0.000858944474340455	0.000878115351192541	4.6385392	PMS	K	NA	serenelli17	8.62242159088313	3.76800151980739	1.32945575405069	10.5338431092773	A
611	KIC5429911	1.614	0.100647901120689	0.130740200397582	3.365	0.114162165361384	0.124619420637395	5303	74	74	8.383	0.78142971641742	0.78142971641742	-0.005	0.102	0.102	3.59	0.0143178210632764	0.0152970585407784	0.04225	0.00229137151941801	0.00228356200704075	4.3179997	PMS	G	NA	serenelli17	7.16815680044211	3.5480176225673	1.39543654535169	9.32159986183252	A
612	KIC5431016	1.336	0.175559106855782	0.0843148859929254	2.142	0.0813941029804985	0.0462276973253049	6601	62	62	8.646	0.79107460085969	0.79107460085969	-0.264	0.101	0.101	3.903	0.0192353840616713	0.0127279220613579	0.1363	0.00241505445073191	0.00280102213486434	3.4671607	MS	F	NA	serenelli17	9.72582308565523	2.97903362058365	0.93925162854113	9.14960213809496	A
